id,title,main_picture/medium,main_picture/large,start_date,mean,media_type,status,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,genres/3/id,genres/3/name,num_episodes,start_season/year,start_season/season,average_episode_duration,rating,studios/0/id,studios/0/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name,genres/7/id,genres/7/name,studios/1/id,studios/1/name,studios/2/id,studios/2/name,genres/8/id,genres/8/name,genres/9/id,genres/9/name,message,error,genres/10/id,genres/10/name
12017,Tiger & Bunny Movie 2: The Rising,https://api-cdn.myanimelist.net/images/anime/9/56915.jpg,https://api-cdn.myanimelist.net/images/anime/9/56915l.jpg,2014-02-08,7.8,movie,finished_airing,1,Action,7,Mystery,4,Comedy,31,Super Power,1,2014,winter,6050,pg_13,14,Sunrise,,,,,,,,,,,,,,,,,,,,
6377,Zan Sayonara Zetsubou Sensei,https://api-cdn.myanimelist.net/images/anime/5/14728.jpg,https://api-cdn.myanimelist.net/images/anime/5/14728l.jpg,2009-07-05,7.9,tv,finished_airing,4,Comedy,20,Parody,23,School,27,Shounen,13,2009,summer,1419,r,44,Shaft,,,,,,,,,,,,,,,,,,,,
1470,City Hunter,https://api-cdn.myanimelist.net/images/anime/8/20587.jpg,https://api-cdn.myanimelist.net/images/anime/8/20587l.jpg,1987-04-06,7.93,tv,finished_airing,1,Action,4,Comedy,7,Mystery,27,Shounen,51,1987,spring,1500,pg_13,14,Sunrise,,,,,,,,,,,,,,,,,,,,
780,Detective Conan Movie 02: The Fourteenth Target,https://api-cdn.myanimelist.net/images/anime/1900/94316.jpg,https://api-cdn.myanimelist.net/images/anime/1900/94316l.jpg,1998-04-18,7.89,movie,finished_airing,2,Adventure,7,Mystery,4,Comedy,39,Police,1,1998,spring,5940,pg_13,73,TMS Entertainment,27,Shounen,,,,,,,,,,,,,,,,,,
27633,Gekkan Shoujo Nozaki-kun Specials,https://api-cdn.myanimelist.net/images/anime/9/66871.jpg,https://api-cdn.myanimelist.net/images/anime/9/66871l.jpg,2014-09-24,7.77,special,finished_airing,4,Comedy,22,Romance,23,School,,,6,2014,summer,180,pg_13,95,Doga Kobo,,,,,,,,,,,,,,,,,,,,
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,https://api-cdn.myanimelist.net/images/anime/12/27657.jpg,https://api-cdn.myanimelist.net/images/anime/12/27657l.jpg,1992-07-23,7.83,ova,finished_airing,1,Action,24,Sci-Fi,31,Super Power,8,Drama,7,1992,summer,2940,pg_13,329,Phoenix Entertainment,18,Mecha,27,Shounen,,,,,,,,,,,,,,,,
17273,Hetalia: The Beautiful World Specials,https://api-cdn.myanimelist.net/images/anime/12/46525.jpg,https://api-cdn.myanimelist.net/images/anime/12/46525l.jpg,2013-04-24,7.53,special,finished_airing,4,Comedy,13,Historical,20,Parody,,,4,2013,spring,300,pg_13,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,https://api-cdn.myanimelist.net/images/anime/7/28863.jpg,https://api-cdn.myanimelist.net/images/anime/7/28863l.jpg,2005-12-11,7.88,ova,finished_airing,4,Comedy,8,Drama,25,Shoujo,,,1,2005,fall,3000,pg,3,Gonzo,,,,,,,,,,,,,,,,,,,,
18661,Kamisama Hajimemashita OVA,https://api-cdn.myanimelist.net/images/anime/6/56425.jpg,https://api-cdn.myanimelist.net/images/anime/6/56425l.jpg,2013-08-20,7.98,ova,finished_airing,4,Comedy,6,Demons,37,Supernatural,22,Romance,2,2013,summer,840,pg_13,73,TMS Entertainment,10,Fantasy,25,Shoujo,,,,,,,,,,,,,,,,
14349,Little Witch Academia,https://api-cdn.myanimelist.net/images/anime/2/42989.jpg,https://api-cdn.myanimelist.net/images/anime/2/42989l.jpg,2013-03-02,7.84,movie,finished_airing,2,Adventure,4,Comedy,16,Magic,10,Fantasy,1,2013,winter,1570,pg_13,803,Trigger,23,School,,,,,,,,,,,,,,,,,,
1729,Maria-sama ga Miteru 3rd,https://api-cdn.myanimelist.net/images/anime/6/75209.jpg,https://api-cdn.myanimelist.net/images/anime/6/75209l.jpg,2006-12-29,7.85,ova,finished_airing,8,Drama,23,School,26,Shoujo Ai,36,Slice of Life,5,2006,fall,3000,pg_13,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
31973,Mobile Suit Gundam Thunderbolt,https://api-cdn.myanimelist.net/images/anime/3/77176.jpg,https://api-cdn.myanimelist.net/images/anime/3/77176l.jpg,2015-12-25,7.93,ona,finished_airing,1,Action,38,Military,24,Sci-Fi,29,Space,4,2015,fall,1104,r,14,Sunrise,8,Drama,18,Mecha,,,,,,,,,,,,,,,,
17949,The Everlasting Guilty Crown,https://api-cdn.myanimelist.net/images/anime/12/47807.jpg,https://api-cdn.myanimelist.net/images/anime/12/47807l.jpg,2012-03-07,7.8,music,finished_airing,19,Music,,,,,,,1,2012,winter,93,g,,,,,,,,,,,,,,,,,,,,,,
996,Bishoujo Senshi Sailor Moon: Sailor Stars,https://api-cdn.myanimelist.net/images/anime/1/996.jpg,https://api-cdn.myanimelist.net/images/anime/1/996l.jpg,1996-03-09,7.92,tv,finished_airing,2,Adventure,4,Comedy,8,Drama,10,Fantasy,34,1996,spring,1440,pg_13,18,Toei Animation,16,Magic,22,Romance,25,Shoujo,,,,,,,,,,,,,,
9465,Break Blade 4: Sanka no Chi,https://api-cdn.myanimelist.net/images/anime/11/68085.jpg,https://api-cdn.myanimelist.net/images/anime/11/68085l.jpg,2010-10-30,7.86,movie,finished_airing,1,Action,10,Fantasy,18,Mecha,38,Military,1,2010,fall,2961,r,10,Production I.G,27,Shounen,,,,,,,27,Xebec,,,,,,,,,,
14175,Hanasaku Iroha: Home Sweet Home,https://api-cdn.myanimelist.net/images/anime/9/70701.jpg,https://api-cdn.myanimelist.net/images/anime/9/70701l.jpg,2013-03-09,7.89,movie,finished_airing,4,Comedy,8,Drama,36,Slice of Life,,,1,2013,winter,3960,pg_13,132,P.A. Works,,,,,,,,,,,,,,,,,,,,
11239,Hidamari Sketch x Honeycomb,https://api-cdn.myanimelist.net/images/anime/2/50501.jpg,https://api-cdn.myanimelist.net/images/anime/2/50501l.jpg,2012-10-05,7.94,tv,finished_airing,36,Slice of Life,4,Comedy,23,School,42,Seinen,12,2012,fall,1440,pg_13,44,Shaft,,,,,,,,,,,,,,,,,,,,
967,Hokuto no Ken,https://api-cdn.myanimelist.net/images/anime/8/18502.jpg,https://api-cdn.myanimelist.net/images/anime/8/18502l.jpg,1984-10-04,7.98,tv,finished_airing,1,Action,8,Drama,17,Martial Arts,24,Sci-Fi,109,1984,fall,1500,r,18,Toei Animation,27,Shounen,,,,,,,,,,,,,,,,,,
1695,Les Misérables: Shoujo Cosette,https://api-cdn.myanimelist.net/images/anime/1/1695.jpg,https://api-cdn.myanimelist.net/images/anime/1/1695l.jpg,2007-01-07,7.86,tv,finished_airing,36,Slice of Life,13,Historical,8,Drama,25,Shoujo,52,2007,winter,1460,g,22,Nippon Animation,,,,,,,,,,,,,,,,,,,,
339,Serial Experiments Lain,https://api-cdn.myanimelist.net/images/anime/1718/91550.jpg,https://api-cdn.myanimelist.net/images/anime/1718/91550l.jpg,1998-07-06,8.04,tv,finished_airing,5,Dementia,8,Drama,7,Mystery,40,Psychological,13,1998,summer,1430,r,110,Triangle Staff,24,Sci-Fi,37,Supernatural,,,,,,,,,,,,,,,,
7724,Shiki,https://api-cdn.myanimelist.net/images/anime/8/21343.jpg,https://api-cdn.myanimelist.net/images/anime/8/21343l.jpg,2010-07-09,7.78,tv,finished_airing,14,Horror,7,Mystery,37,Supernatural,41,Thriller,22,2010,summer,1369,r,39,Daume,32,Vampire,,,,,,,,,,,,,,,,,,
2753,Ushiro no Shoumen Daare,https://api-cdn.myanimelist.net/images/anime/11/3715.jpg,https://api-cdn.myanimelist.net/images/anime/11/3715l.jpg,1991-03-09,7.76,movie,finished_airing,13,Historical,8,Drama,,,,,1,1991,winter,5400,g,68,Mushi Production,,,,,,,,,,,,,,,,,,,,
8516,Baka to Test to Shoukanjuu Ni!,https://api-cdn.myanimelist.net/images/anime/3/28992.jpg,https://api-cdn.myanimelist.net/images/anime/3/28992l.jpg,2011-07-08,7.75,tv,finished_airing,4,Comedy,22,Romance,23,School,31,Super Power,13,2011,summer,1455,pg_13,300,SILVER LINK.,,,,,,,,,,,,,,,,,,,,
779,Detective Conan Movie 01: The Timed Skyscraper,https://api-cdn.myanimelist.net/images/anime/3/77131.jpg,https://api-cdn.myanimelist.net/images/anime/3/77131l.jpg,1997-04-19,7.86,movie,finished_airing,2,Adventure,7,Mystery,4,Comedy,39,Police,1,1997,spring,5640,pg_13,73,TMS Entertainment,27,Shounen,,,,,,,,,,,,,,,,,,
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,https://api-cdn.myanimelist.net/images/anime/10/20984.jpg,https://api-cdn.myanimelist.net/images/anime/10/20984l.jpg,2003-04-19,7.83,movie,finished_airing,2,Adventure,7,Mystery,4,Comedy,39,Police,1,2003,spring,6480,pg_13,73,TMS Entertainment,27,Shounen,,,,,,,,,,,,,,,,,,
19319,Gundam Build Fighters,https://api-cdn.myanimelist.net/images/anime/7/51815.jpg,https://api-cdn.myanimelist.net/images/anime/7/51815l.jpg,2013-10-07,7.78,tv,finished_airing,1,Action,24,Sci-Fi,18,Mecha,,,25,2013,fall,1500,g,14,Sunrise,,,,,,,,,,,,,,,,,,,,
15195,Hetalia: The Beautiful World,https://api-cdn.myanimelist.net/images/anime/12/46073.jpg,https://api-cdn.myanimelist.net/images/anime/12/46073l.jpg,2013-01-25,7.52,ona,finished_airing,4,Comedy,13,Historical,20,Parody,,,20,2013,winter,300,pg_13,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
187,Initial D Third Stage,https://api-cdn.myanimelist.net/images/anime/13/40397.jpg,https://api-cdn.myanimelist.net/images/anime/13/40397l.jpg,2001-01-13,7.89,movie,finished_airing,1,Action,3,Cars,30,Sports,8,Drama,1,2001,winter,6300,pg_13,37,Studio Deen,22,Romance,42,Seinen,,,,,,,,,,,,,,,,
30311,Kuroko no Basket 3rd Season NG-shuu,https://api-cdn.myanimelist.net/images/anime/13/72551.jpg,https://api-cdn.myanimelist.net/images/anime/13/72551l.jpg,2015-04-24,7.69,special,finished_airing,4,Comedy,30,Sports,,,,,9,2015,spring,140,pg_13,10,Production I.G,,,,,,,,,,,,,,,,,,,,
597,Neko no Ongaeshi,https://api-cdn.myanimelist.net/images/anime/1/597.jpg,https://api-cdn.myanimelist.net/images/anime/1/597l.jpg,2002-07-20,7.78,movie,finished_airing,2,Adventure,8,Drama,10,Fantasy,,,1,2002,summer,4500,g,21,Studio Ghibli,,,,,,,,,,,,,,,,,,,,
400,Seihou Bukyou Outlaw Star,https://api-cdn.myanimelist.net/images/anime/7/28848.jpg,https://api-cdn.myanimelist.net/images/anime/7/28848l.jpg,1998-01-09,7.87,tv,finished_airing,1,Action,24,Sci-Fi,2,Adventure,29,Space,24,1998,winter,1500,r+,14,Sunrise,4,Comedy,,,,,,,,,,,,,,,,,,
18245,White Album 2,https://api-cdn.myanimelist.net/images/anime/2/53561.jpg,https://api-cdn.myanimelist.net/images/anime/2/53561l.jpg,2013-10-06,7.7,tv,finished_airing,8,Drama,19,Music,22,Romance,36,Slice of Life,13,2013,fall,1420,pg_13,41,Satelight,,,,,,,,,,,,,,,,,,,,
10521,Working'!!,https://api-cdn.myanimelist.net/images/anime/3/75263.jpg,https://api-cdn.myanimelist.net/images/anime/3/75263l.jpg,2011-10-01,7.86,tv,finished_airing,4,Comedy,22,Romance,42,Seinen,36,Slice of Life,13,2011,fall,1440,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",https://api-cdn.myanimelist.net/images/anime/8/76222.jpg,https://api-cdn.myanimelist.net/images/anime/8/76222l.jpg,2015-07-04,7.74,tv,finished_airing,1,Action,2,Adventure,10,Fantasy,38,Military,12,2015,summer,1420,r,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",https://api-cdn.myanimelist.net/images/anime/8/77382.jpg,https://api-cdn.myanimelist.net/images/anime/8/77382l.jpg,2016-01-09,7.77,tv,finished_airing,1,Action,38,Military,2,Adventure,10,Fantasy,12,2016,winter,1420,r,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
1571,Ghost Hunt,https://api-cdn.myanimelist.net/images/anime/11/73908.jpg,https://api-cdn.myanimelist.net/images/anime/11/73908l.jpg,2006-10-04,7.8,tv,finished_airing,7,Mystery,4,Comedy,14,Horror,37,Supernatural,25,2006,fall,1500,pg_13,7,J.C.Staff,25,Shoujo,,,,,,,,,,,,,,,,,,
267,Gungrave,https://api-cdn.myanimelist.net/images/anime/11/75724.jpg,https://api-cdn.myanimelist.net/images/anime/11/75724l.jpg,2003-10-07,7.86,tv,finished_airing,1,Action,8,Drama,24,Sci-Fi,42,Seinen,26,2003,fall,1500,r,11,Madhouse,31,Super Power,,,,,,,,,,,,,,,,,,
253,Jungle wa Itsumo Hare nochi Guu,https://api-cdn.myanimelist.net/images/anime/10/24555.jpg,https://api-cdn.myanimelist.net/images/anime/10/24555l.jpg,2001-04-03,7.84,tv,finished_airing,36,Slice of Life,4,Comedy,23,School,,,26,2001,spring,1380,pg_13,247,Shin-Ei Animation,,,,,,,,,,,,,,,,,,,,
22673,Kuroko no Basket 2nd Season NG-shuu,https://api-cdn.myanimelist.net/images/anime/13/59027.jpg,https://api-cdn.myanimelist.net/images/anime/13/59027l.jpg,2014-01-29,7.73,special,finished_airing,4,Comedy,30,Sports,,,,,9,2014,winter,150,pg_13,10,Production I.G,,,,,,,,,,,,,,,,,,,,
4080,Kyou kara Maou! 3rd Series,https://api-cdn.myanimelist.net/images/anime/7/22639.jpg,https://api-cdn.myanimelist.net/images/anime/7/22639l.jpg,2008-04-03,7.8,tv,finished_airing,2,Adventure,4,Comedy,6,Demons,10,Fantasy,39,2008,spring,1479,pg_13,37,Studio Deen,25,Shoujo,,,,,,,,,,,,,,,,,,
27947,Lupin III (2015),https://api-cdn.myanimelist.net/images/anime/9/75949.jpg,https://api-cdn.myanimelist.net/images/anime/9/75949l.jpg,2015-10-02,7.93,tv,finished_airing,1,Action,2,Adventure,4,Comedy,7,Mystery,24,2015,fall,1500,pg_13,73,TMS Entertainment,42,Seinen,,,,,,,94,Telecom Animation Film,,,,,,,,,,
12917,Madang-eul Naon Amtalg,https://api-cdn.myanimelist.net/images/anime/1640/90459.jpg,https://api-cdn.myanimelist.net/images/anime/1640/90459l.jpg,2011-07-28,7.6,movie,finished_airing,2,Adventure,15,Kids,8,Drama,10,Fantasy,1,2011,summer,5580,g,1473,Odolttogi,,,,,,,,,,,,,,,,,,,,
3750,Maria-sama ga Miteru 4th,https://api-cdn.myanimelist.net/images/anime/4/75206.jpg,https://api-cdn.myanimelist.net/images/anime/4/75206l.jpg,2009-01-03,7.81,tv,finished_airing,23,School,25,Shoujo,26,Shoujo Ai,36,Slice of Life,13,2009,winter,1500,pg_13,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
569,Musekinin Kanchou Tylor,https://api-cdn.myanimelist.net/images/anime/4/14898.jpg,https://api-cdn.myanimelist.net/images/anime/4/14898l.jpg,1993-01-25,7.87,tv,finished_airing,38,Military,24,Sci-Fi,29,Space,4,Comedy,26,1993,winter,1410,pg_13,103,Tatsunoko Production,20,Parody,,,,,,,,,,,,,,,,,,
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,https://api-cdn.myanimelist.net/images/anime/12/13070.jpg,https://api-cdn.myanimelist.net/images/anime/12/13070l.jpg,2009-04-30,7.9,ova,finished_airing,2,Adventure,10,Fantasy,13,Historical,22,Romance,1,2009,spring,1427,pg_13,112,Brain's Base,,,,,,,,,553,Marvy Jack,,,,,,,,,,
1253,Saint Seiya: Meiou Hades Meikai-hen,https://api-cdn.myanimelist.net/images/anime/12/75732.jpg,https://api-cdn.myanimelist.net/images/anime/12/75732l.jpg,2005-12-17,7.76,ova,finished_airing,1,Action,2,Adventure,6,Demons,10,Fantasy,12,2005,fall,1500,pg_13,18,Toei Animation,24,Sci-Fi,27,Shounen,31,Super Power,,,,,,,,,,,,,,
15771,Saint☆Oniisan (Movie),https://api-cdn.myanimelist.net/images/anime/7/48723.jpg,https://api-cdn.myanimelist.net/images/anime/7/48723l.jpg,2013-05-10,7.84,movie,finished_airing,4,Comedy,42,Seinen,36,Slice of Life,,,1,2013,spring,5384,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
397,Seikai no Senki II,https://api-cdn.myanimelist.net/images/anime/12/61109.jpg,https://api-cdn.myanimelist.net/images/anime/12/61109l.jpg,2001-07-11,7.83,tv,finished_airing,1,Action,38,Military,22,Romance,24,Sci-Fi,10,2001,summer,1500,pg_13,14,Sunrise,29,Space,,,,,,,,,,,,,,,,,,
949,Top wo Nerae! Gunbuster,https://api-cdn.myanimelist.net/images/anime/1303/92309.jpg,https://api-cdn.myanimelist.net/images/anime/1303/92309l.jpg,1988-10-07,7.89,ova,finished_airing,1,Action,4,Comedy,8,Drama,18,Mecha,6,1988,fall,1800,r+,6,Gainax,38,Military,24,Sci-Fi,27,Shounen,29,Space,,,,,,,,,,,,
11001,Toshokan Sensou: Kakumei no Tsubasa,https://api-cdn.myanimelist.net/images/anime/9/39273.jpg,https://api-cdn.myanimelist.net/images/anime/9/39273l.jpg,2012-06-16,7.8,movie,finished_airing,1,Action,4,Comedy,38,Military,22,Romance,1,2012,spring,6300,pg_13,10,Production I.G,,,,,,,,,,,,,,,,,,,,
17909,Uchouten Kazoku,https://api-cdn.myanimelist.net/images/anime/3/85433.jpg,https://api-cdn.myanimelist.net/images/anime/3/85433l.jpg,2013-07-07,7.88,tv,finished_airing,36,Slice of Life,4,Comedy,6,Demons,8,Drama,13,2013,summer,1440,pg_13,132,P.A. Works,10,Fantasy,,,,,,,,,,,,,,,,,,
21185,Baby Steps,https://api-cdn.myanimelist.net/images/anime/5/63361.jpg,https://api-cdn.myanimelist.net/images/anime/5/63361l.jpg,2014-04-06,7.85,tv,finished_airing,22,Romance,23,School,27,Shounen,30,Sports,25,2014,spring,1470,pg_13,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,
9724,Break Blade 5: Shisen no Hate,https://api-cdn.myanimelist.net/images/anime/9/68087.jpg,https://api-cdn.myanimelist.net/images/anime/9/68087l.jpg,2011-01-22,7.84,movie,finished_airing,1,Action,38,Military,10,Fantasy,18,Mecha,1,2011,winter,2867,r,10,Production I.G,27,Shounen,,,,,,,27,Xebec,,,,,,,,,,
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,https://api-cdn.myanimelist.net/images/anime/7/15968.jpg,https://api-cdn.myanimelist.net/images/anime/7/15968l.jpg,2009-07-24,7.81,ova,finished_airing,1,Action,38,Military,31,Super Power,18,Mecha,1,2009,summer,7002,r,14,Sunrise,,,,,,,,,,,,,,,,,,,,
4872,Goku Sayonara Zetsubou Sensei,https://api-cdn.myanimelist.net/images/anime/10/14336.jpg,https://api-cdn.myanimelist.net/images/anime/10/14336l.jpg,2008-10-17,7.85,ova,finished_airing,4,Comedy,20,Parody,23,School,27,Shounen,3,2008,fall,1500,r,44,Shaft,,,,,,,,,,,,,,,,,,,,
12413,Jormungand,https://api-cdn.myanimelist.net/images/anime/11/73280.jpg,https://api-cdn.myanimelist.net/images/anime/11/73280l.jpg,2012-04-11,7.84,tv,finished_airing,1,Action,2,Adventure,42,Seinen,,,12,2012,spring,1440,r+,314,White Fox,,,,,,,,,,,,,,,,,,,,
2076,Kindaichi Shounen no Jikenbo,https://api-cdn.myanimelist.net/images/anime/10/3741.jpg,https://api-cdn.myanimelist.net/images/anime/10/3741l.jpg,1997-04-07,7.97,tv,finished_airing,7,Mystery,27,Shounen,,,,,148,1997,spring,1460,r,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
31251,Mobile Suit Gundam: Iron-Blooded Orphans,https://api-cdn.myanimelist.net/images/anime/6/75879.jpg,https://api-cdn.myanimelist.net/images/anime/6/75879l.jpg,2015-10-04,8.02,tv,finished_airing,1,Action,8,Drama,18,Mecha,24,Sci-Fi,25,2015,fall,1470,r,14,Sunrise,29,Space,,,,,,,,,,,,,,,,,,
5485,Shin Mazinger Shougeki! Z-hen,https://api-cdn.myanimelist.net/images/anime/1022/92865.jpg,https://api-cdn.myanimelist.net/images/anime/1022/92865l.jpg,2009-04-04,7.7,tv,finished_airing,1,Action,31,Super Power,8,Drama,18,Mecha,26,2009,spring,1408,r,322,Bee Media,27,Shounen,,,,,,,325,Code,,,,,,,,,,
5005,Tentai Senshi Sunred,https://api-cdn.myanimelist.net/images/anime/11/11740.jpg,https://api-cdn.myanimelist.net/images/anime/11/11740l.jpg,2008-10-03,7.8,tv,finished_airing,4,Comedy,20,Parody,31,Super Power,42,Seinen,26,2008,fall,780,pg_13,88,AIC ASTA,,,,,,,,,,,,,,,,,,,,
890,Yuusha-Ou GaoGaiGar,https://api-cdn.myanimelist.net/images/anime/12/21183.jpg,https://api-cdn.myanimelist.net/images/anime/12/21183l.jpg,1997-02-01,7.82,tv,finished_airing,2,Adventure,18,Mecha,24,Sci-Fi,27,Shounen,49,1997,winter,1500,g,14,Sunrise,,,,,,,,,,,,,,,,,,,,
269,Bleach,https://api-cdn.myanimelist.net/images/anime/3/40451.jpg,https://api-cdn.myanimelist.net/images/anime/3/40451l.jpg,2004-10-05,7.8,tv,finished_airing,1,Action,2,Adventure,4,Comedy,31,Super Power,366,2004,fall,1440,pg_13,1,Studio Pierrot,37,Supernatural,27,Shounen,,,,,,,,,,,,,,,,
14741,Chuunibyou demo Koi ga Shitai!,https://api-cdn.myanimelist.net/images/anime/12/46931.jpg,https://api-cdn.myanimelist.net/images/anime/12/46931l.jpg,2012-10-04,7.76,tv,finished_airing,36,Slice of Life,4,Comedy,8,Drama,22,Romance,12,2012,fall,1440,pg_13,2,Kyoto Animation,23,School,,,,,,,,,,,,,,,,,,
1472,City Hunter 3,https://api-cdn.myanimelist.net/images/anime/1147/94393.jpg,https://api-cdn.myanimelist.net/images/anime/1147/94393l.jpg,1989-10-15,7.82,tv,finished_airing,1,Action,4,Comedy,7,Mystery,27,Shounen,13,1989,fall,1440,pg_13,14,Sunrise,,,,,,,,,,,,,,,,,,,,
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,https://api-cdn.myanimelist.net/images/anime/4/80932.jpg,https://api-cdn.myanimelist.net/images/anime/4/80932l.jpg,2016-07-14,7.48,tv,finished_airing,1,Action,7,Mystery,14,Horror,40,Psychological,11,2016,summer,1424,r,456,Lerche,23,School,,,,,,,,,,,,,,,,,,
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,https://api-cdn.myanimelist.net/images/anime/2/17583.jpg,https://api-cdn.myanimelist.net/images/anime/2/17583l.jpg,2004-04-30,7.82,special,finished_airing,2,Adventure,7,Mystery,,,,,1,2004,spring,1500,pg_13,73,TMS Entertainment,,,,,,,,,,,,,,,,,,,,
8609,Detective Conan OVA 10: Kid in Trap Island,https://api-cdn.myanimelist.net/images/anime/7/23698.jpg,https://api-cdn.myanimelist.net/images/anime/7/23698l.jpg,2010-04-14,7.78,ova,finished_airing,2,Adventure,4,Comedy,7,Mystery,39,Police,1,2010,spring,1440,pg_13,73,TMS Entertainment,27,Shounen,,,,,,,,,,,,,,,,,,
6033,Dragon Ball Kai,https://api-cdn.myanimelist.net/images/anime/6/14065.jpg,https://api-cdn.myanimelist.net/images/anime/6/14065l.jpg,2009-04-05,7.72,tv,finished_airing,1,Action,2,Adventure,4,Comedy,10,Fantasy,97,2009,spring,1405,pg_13,18,Toei Animation,17,Martial Arts,27,Shounen,31,Super Power,,,,,,,,,,,,,,
8479,Hetalia World Series,https://api-cdn.myanimelist.net/images/anime/9/75792.jpg,https://api-cdn.myanimelist.net/images/anime/9/75792l.jpg,2010-03-26,7.55,ona,finished_airing,4,Comedy,13,Historical,20,Parody,,,48,2010,winter,300,pg_13,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
254,Jungle wa Itsumo Hare nochi Guu Deluxe,https://api-cdn.myanimelist.net/images/anime/3/10306.jpg,https://api-cdn.myanimelist.net/images/anime/3/10306l.jpg,2002-08-25,7.82,ova,finished_airing,4,Comedy,36,Slice of Life,,,,,6,2002,summer,1560,pg_13,247,Shin-Ei Animation,,,,,,,,,,,,,,,,,,,,
8525,Kami nomi zo Shiru Sekai,https://api-cdn.myanimelist.net/images/anime/2/43361.jpg,https://api-cdn.myanimelist.net/images/anime/2/43361l.jpg,2010-10-07,7.72,tv,finished_airing,4,Comedy,35,Harem,22,Romance,27,Shounen,12,2010,fall,1414,pg_13,32,Manglobe,37,Supernatural,,,,,,,,,,,,,,,,,,
19703,Kyousou Giga (TV),https://api-cdn.myanimelist.net/images/anime/5/85431.jpg,https://api-cdn.myanimelist.net/images/anime/5/85431l.jpg,2013-10-10,7.78,tv,finished_airing,1,Action,10,Fantasy,37,Supernatural,,,10,2013,fall,1500,pg_13,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
25517,Magic Kaito 1412,https://api-cdn.myanimelist.net/images/anime/3/67807.jpg,https://api-cdn.myanimelist.net/images/anime/3/67807l.jpg,2014-10-04,7.87,tv,finished_airing,2,Adventure,4,Comedy,22,Romance,27,Shounen,24,2014,fall,1440,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,https://api-cdn.myanimelist.net/images/anime/11/79531.jpg,https://api-cdn.myanimelist.net/images/anime/11/79531l.jpg,2016-07-09,7.73,tv,finished_airing,1,Action,2,Adventure,10,Fantasy,38,Military,13,2016,summer,1420,r,11,Madhouse,,,,,,,,,,,,,,,,,,,,
27775,Plastic Memories,https://api-cdn.myanimelist.net/images/anime/4/72750.jpg,https://api-cdn.myanimelist.net/images/anime/4/72750l.jpg,2015-04-05,7.93,tv,finished_airing,24,Sci-Fi,8,Drama,22,Romance,,,13,2015,spring,1440,pg_13,95,Doga Kobo,,,,,,,,,,,,,,,,,,,,
21339,Psycho-Pass Movie,https://api-cdn.myanimelist.net/images/anime/8/71793.jpg,https://api-cdn.myanimelist.net/images/anime/8/71793l.jpg,2015-01-09,7.74,movie,finished_airing,1,Action,38,Military,39,Police,24,Sci-Fi,1,2015,winter,6780,r,10,Production I.G,,,,,,,,,,,,,,,,,,,,
2104,Seto no Hanayome,https://api-cdn.myanimelist.net/images/anime/13/58383.jpg,https://api-cdn.myanimelist.net/images/anime/13/58383l.jpg,2007-04-02,7.74,tv,finished_airing,4,Comedy,20,Parody,22,Romance,23,School,26,2007,spring,1440,pg_13,3,Gonzo,27,Shounen,,,,,,,,,,,,,,,,,,
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,https://api-cdn.myanimelist.net/images/anime/11/72712.jpg,https://api-cdn.myanimelist.net/images/anime/11/72712l.jpg,2015-04-11,7.77,tv,finished_airing,1,Action,24,Sci-Fi,29,Space,18,Mecha,12,2015,spring,1460,r,1023,Polygon Pictures,42,Seinen,,,,,,,,,,,,,,,,,,
2150,Tanoshii Muumin Ikka,https://api-cdn.myanimelist.net/images/anime/13/26765.jpg,https://api-cdn.myanimelist.net/images/anime/13/26765l.jpg,1990-04-12,8.13,tv,finished_airing,2,Adventure,4,Comedy,10,Fantasy,15,Kids,78,1990,spring,1440,g,358,Telescreen,36,Slice of Life,,,,,,,,,,,,,,,,,,
